embedding_x,embedding_y
0.34533024,17.543827
16.323238,10.7596035
3.284503,9.036013
10.526401,12.609033
0.30301037,17.576412
-5.3839045,10.440797
0.31930277,17.563503
18.404514,7.8172803
3.568296,9.210943
16.465492,10.396471
7.878831,8.667662
17.242073,10.253984
18.113003,7.7948303
11.22413,9.655134
16.138115,10.522121
16.080906,10.259408
19.379978,10.908974
16.896717,7.5850787
16.87668,8.998177
4.299769,10.23528
17.190836,10.051479
17.346836,9.903167
16.549736,9.802565
10.9786415,9.702572
16.874952,10.576544
16.453754,6.244804
16.193138,10.093185
17.081047,8.64361
17.74624,10.551065
-0.21708442,18.168161
16.489319,9.377068
-5.390097,10.658253
-0.57936335,18.604061
11.22364,9.625386
19.036638,11.674948
16.029238,10.259276
18.921663,7.114687
-5.3787494,10.74142
11.83054,8.617016
-1.8251159,4.7585506
17.08891,6.3411703
-0.32980648,18.96268
17.044704,6.4761734
16.119343,9.264918
17.094797,8.610289
11.263576,11.67992
-4.452843,4.330098
16.776548,8.472466
-0.42904577,18.227758
-0.21274908,18.26141
-5.4003344,10.488293
18.675474,11.248947
17.758142,10.084294
16.125175,10.181509
-5.385402,6.906436
4.364633,9.975624
20.026426,7.3786626
-5.1533957,9.266906
16.944864,9.965084
20.483849,11.25896
17.429068,8.451117
10.711581,12.57818
-5.108398,8.851249
17.145346,9.64888
17.286636,8.578889
16.176283,10.064913
7.774153,8.660707
-2.3066115,3.9357333
18.790194,6.994092
19.782545,11.497483
17.726269,10.450596
16.527786,10.642932
19.300701,11.713346
17.638735,8.15698
-1.6336211,5.263603
-5.391701,10.448892
-0.16729175,18.228235
11.3705015,9.95381
12.692019,10.918313
19.59891,6.294346
17.248629,8.571537
17.090084,6.404873
16.947252,10.606128
-0.15152192,18.244259
10.310861,8.318997
20.588236,-1.698573
16.914978,10.574056
17.20862,9.917033
-0.17377223,18.27352
-2.5649228,17.681746
19.925896,11.694722
-2.5495872,17.697361
20.7468,11.467568
12.505788,11.535792
10.402152,12.695466
4.220802,7.313451
12.470865,8.6962
10.042924,13.4798565
-0.15892021,18.259836
11.997126,11.309831
-0.15653902,18.25129
-0.19290231,18.321424
20.429598,11.973129
-2.0292766,14.480011
19.867985,7.308932
16.056276,10.338806
18.723106,7.756747
-5.2647595,9.755007
11.306688,9.135795
18.28927,10.999983
3.9096308,10.948772
-4.4490237,4.3309093
-1.135622,6.14527
16.665533,9.263306
17.831392,7.721866
3.4966474,9.084763
8.665517,9.023718
21.231054,11.911021
11.267326,12.019201
19.767494,11.490474
-0.15669721,18.252672
11.182361,11.558638
16.86643,10.021121
17.239477,9.869591
-0.34616816,18.333593
12.830077,11.010188
15.820064,5.2677503
-2.149699,4.144035
-1.980454,4.328352
16.865519,7.567971
11.208641,12.3195915
17.662748,8.236561
-4.977628,5.262475
16.71724,9.96011
16.605719,8.955887
1.2483579,5.6743245
18.55477,10.52686
16.593416,6.35337
-0.16900739,18.2689
16.949684,8.468487
16.059765,9.278179
-5.41249,10.589428
20.44246,11.775326
16.945223,6.0874286
11.48579,11.284103
17.682863,10.586511
4.1018605,7.833853
-0.15854165,18.252832
-1.7122114,5.0231643
3.99603,11.009278
10.599739,8.724918
15.890554,5.5508847
19.050142,7.3003516
18.576752,10.495844
17.07554,6.3466787
16.694345,6.174505
15.828673,5.338525
1.8649107,5.23471
16.682062,7.257935
20.512943,11.274517
-2.5636978,17.681892
1.1315135,5.784332
-2.0440493,14.488165
-0.14703333,18.238077
-8.687087,3.3682122
16.951466,9.369496
-5.41613,10.516836
16.224659,10.768751
18.776934,11.371624
10.473472,8.4567585
-3.7030275,3.7519479
-5.2652016,11.126682
16.6244,9.89415
19.276716,11.469406
16.693184,10.229885
3.8572824,9.201023
10.933701,13.46443
12.101457,8.423442
17.609804,8.165446
19.027988,11.617838
-5.3812118,10.384196
16.828897,10.14966
-5.113883,8.913193
-0.28986573,18.505074
19.509727,11.723909
19.209938,11.494725
19.23494,7.250163
20.52577,11.41552
16.562263,9.399393
12.067598,9.225976
0.3727353,6.1657677
18.932228,7.3882713
16.506954,6.6952124
16.664215,10.330055
19.54494,11.634178
16.44631,9.860712
3.9750712,10.90382
-0.22451401,18.536547
10.995073,11.972688
-0.20835555,18.528229
21.415255,11.2850065
17.880493,7.715868
-0.22738382,18.53824
18.844435,11.442971
20.208998,11.224975
10.47284,12.559494
16.666069,7.615309
-0.21422665,18.507673
16.683535,6.7133474
-5.360888,6.632009
4.2289824,10.96477
-0.23171118,18.542446
-2.5479367,17.697748
-0.6538552,18.227217
-0.54799104,18.327091
-0.5476201,18.304861
-0.5775972,18.311552
-0.5777004,18.305504
4.248072,8.150649
17.760595,10.5802355
-0.23257188,18.51596
-0.2454705,18.53552
-0.27133867,18.514053
10.134441,13.700426
16.200954,10.737583
19.347567,7.131242
-2.5857708,17.667685
18.528456,10.464372
-0.3241813,18.978254
13.289489,11.496137
17.082392,10.499257
18.68127,11.314307
16.830753,9.084128
17.587269,8.156719
19.489683,11.437334
-0.31972784,18.982859
-5.2614355,11.142829
16.05569,10.240448
17.24181,10.496116
-0.31306657,18.967823
18.413496,11.078552
13.292651,11.515324
16.631483,7.8029304
19.682161,6.6443634
-5.2696037,11.113705
18.454533,10.422901
12.163648,11.491794
4.3578496,9.904663
-0.32267112,18.94588
18.90167,11.589214
19.443935,11.594953
17.149656,10.3551655
4.3710384,9.907142
16.98969,10.6730995
4.32377,9.891214
17.184292,8.557008
4.180796,7.396962
19.748596,11.368453
-0.3339526,18.977936
17.161974,10.076871
16.377985,9.683075
-0.53979164,18.557232
16.31604,9.6049385
16.824013,10.253771
10.502015,12.648536
18.848465,10.622948
2.7565217,4.7023325
19.542692,7.063965
-2.2410567,4.0282283
16.914164,10.623119
18.295807,7.597985
3.9386253,7.6807756
3.9535918,10.794317
-5.1147194,8.945089
11.31519,9.183421
10.096874,13.22661
17.009535,10.651227
-2.7475622,3.7070973
10.66323,13.574624
20.266464,11.980791
7.609318,8.744123
16.447134,6.9606395
10.7090225,13.368387
20.520235,11.29418
-0.3176958,18.97715
-0.32058108,18.96862
17.738329,10.60303
18.812336,11.426081
2.9406912,-14.321963
11.981301,10.677837
-2.5994928,17.651964
16.070993,10.212792
-2.2791195,3.9790332
16.298124,5.840716
-5.1153574,8.961954
4.235343,8.305207
-0.32742205,18.962723
16.097223,4.7915587
17.154469,8.060033
20.373272,11.926459
16.71315,6.2800503
-0.31388164,18.977459
-5.1916294,5.7767363
3.1251948,4.283836
1.0778219,5.8084793
-1.7401212,4.9351764
11.993619,9.164681
-0.31887016,18.96863
11.441626,10.251816
10.79614,13.632785
3.6255715,4.611338
-0.31674188,18.957766
17.6015,8.296917
19.6697,6.300407
16.73388,8.389906
16.585783,7.726926
16.519545,6.113587
11.050987,11.847515
16.364002,6.7553887
16.14096,6.1345944
-5.354019,6.6257486
-0.9704455,18.786863
-1.3323894,5.8742647
10.91577,13.135227
19.020693,11.673218
16.856651,10.031198
11.072609,11.709425
12.080291,10.813659
16.935904,10.321234
-5.117396,8.982736
17.646038,10.557756
-5.2471175,9.693643
17.017326,7.8264647
-0.8668295,18.709652
-0.8596561,18.706142
19.020824,6.874457
16.661201,10.666682
16.775293,5.0464587
-0.857865,18.695469
16.403387,6.173632
19.666504,6.280948
-0.9282084,18.753035
21.442602,11.3804035
-5.205206,5.794501
15.929988,5.57494
2.7068782,4.596451
-5.1125183,8.887559
-0.6967978,18.53756
13.367917,11.460538
-4.4842415,4.3984976
-0.9908035,18.807627
-0.97736585,18.786427
3.1395264,8.852853
16.686216,10.278416
17.745832,10.602665
19.727358,6.587594
-0.977552,18.784874
12.665729,11.4238825
16.772999,8.268678
11.534822,9.068078
10.7425165,8.699104
-0.8638104,18.709398
-0.7215868,18.568998
10.71153,13.734445
-2.5654042,17.680416
12.45667,8.732331
19.777351,11.378055
17.408508,8.469698
19.152225,6.777921
-5.3736024,7.1431675
1.1254386,5.786365
10.072934,13.189908
-5.2987843,11.016876
2.834058,4.3735213
16.402794,6.120274
-2.0226889,14.562016
18.904762,10.664809
-0.9737945,18.789785
-0.5949449,6.386955
20.883825,12.129714
-3.9779923,16.9661
15.900842,5.435762
11.903345,9.388666
4.171459,7.7407756
20.465536,11.782184
-0.85731465,18.69613
10.678348,12.457264
11.636418,9.141418
18.25335,7.6951947
4.374872,10.102804
-3.6220675,3.7335153
11.910693,8.514808
-0.98510253,18.79509
3.9058878,10.802954
1.8875585,5.2228084
-0.5998706,18.351477
-0.59532136,18.326763
-5.2038345,7.804137
-0.58886874,18.333538
-0.86231625,18.70462
11.950013,11.365463
16.97991,9.162723
16.931131,8.718659
17.654047,10.051067
16.730017,9.807008
16.711327,10.012757
17.559145,9.973077
11.127229,11.385833
-2.6320503,17.6304
11.631303,9.142807
12.44914,8.743338
19.138563,10.864192
16.654335,8.140149
-0.8789727,18.696308
1.1797682,5.7496657
-0.9432032,18.753607
11.270355,11.731325
16.391684,10.046835
16.811596,7.5134573
-0.85091835,18.669521
-5.4114475,10.590625
-0.8244089,18.640898
11.02059,12.297387
-3.781818,3.7988849
-5.133632,9.152669
12.304311,11.559172
16.25711,5.3677382
4.1243043,8.946037
10.837164,9.066422
-1.1594266,6.110821
19.778086,11.29343
11.555992,10.5577135
19.081078,11.691768
8.314896,8.960294
-5.400742,10.666428
-0.9346464,18.732367
-0.8344101,18.648275
16.700563,7.4177613
4.3082085,7.229266
11.418868,10.313272
16.201,9.248912
-2.5772743,17.67213
-0.67427737,18.226807
-0.93965036,18.747383
17.773312,10.646414
17.1005,7.931866
-0.94274974,18.745663
19.105593,7.4670706
12.435717,10.793725
16.08674,4.7846537
-2.0654016,14.9606695
-2.0760586,14.974067
16.51177,9.868067
16.042814,10.229959
-2.1306539,4.162353
-2.0254428,14.440127
17.069283,6.278184
16.464237,10.281506
17.043531,6.168215
11.213563,9.636425
11.92404,9.373894
-1.7428228,4.935725
10.403888,8.552664
-5.110563,8.226343
-0.80626553,6.3237085
17.187723,9.934864
16.221916,9.2131195
16.650793,6.1024365
16.48243,9.862785
11.4083805,10.041459
-2.0650845,14.997476
-2.0798209,15.002606
4.3464313,5.3711658
-2.0587528,15.007785
-2.0658376,14.997262
16.547686,9.339425
16.096842,5.8877125
21.305655,11.506519
20.588737,11.283078
16.327988,9.82261
-2.2209795,3.9547505
-2.0641754,15.01122
16.638908,7.7087936
-2.7217329,17.574743
16.53939,9.421983
19.16859,11.678322
-2.0408812,14.985066
-0.52627695,6.391588
16.65321,6.16982
11.484648,10.392073
-2.7309015,17.569836
16.644081,7.649445
11.144135,9.266967
19.615438,11.42757
16.551773,7.14223
0.33607817,6.17669
-5.1640496,7.9428453
10.848407,12.66244
16.386196,9.7579365
-2.0404022,14.988069
16.794378,9.34153
16.393406,9.113832
2.7343478,4.7137866
11.282101,11.7816925
-2.0596635,14.920641
8.478593,8.979478
16.80556,9.716838
-3.8903635,3.8944845
-2.043766,15.022192
17.659636,8.162417
16.288286,6.5699806
-2.0561764,15.005292
-5.340375,10.878783
-5.0136223,5.319651
19.19791,7.244534
-2.9495196,3.6279063
16.67087,10.312008
-2.0379682,14.985061
16.497103,5.202062
-5.1277213,8.116159
-2.0396976,14.968323
17.482443,8.427299
11.627257,9.142928
-1.5835515,5.336423
-1.9462978,14.9148035
-9.962982,4.975667
-6.319847,-9.5429325
-1.975971,14.876039
19.074419,10.816163
10.810158,12.4330015
13.505795,-2.714858
18.273342,7.6832943
11.811328,10.707013
-1.9496005,14.896875
3.9663088,4.4215903
1.2310308,-9.782502
-1.9451965,14.872169
16.870766,8.63078
10.951577,13.317924
18.833023,11.399873
1.8869797,5.2159357
-2.0001838,14.857631
11.110811,11.407317
20.350555,11.497527
11.136416,11.333156
19.830894,11.378775
-1.9778085,14.876404
19.061392,11.632993
8.453917,8.975257
16.129013,10.473169
12.993095,11.17525
16.916044,9.832045
16.173965,6.3488517
10.237726,12.92711
16.534775,10.705217
3.9064016,9.15427
-3.584441,3.724474
1.2392148,5.6974273
16.492317,5.6626787
19.741222,6.983618
-1.9610739,14.914857
-5.2557306,11.1418705
11.44252,10.233903
16.166643,9.288675
-0.7097385,18.219593
20.4571,11.282919
-2.044552,14.845622
-2.0290067,14.854971
-2.0369663,14.886414
-2.0194156,14.854631
-1.9638655,14.907748
10.6880245,13.517763
18.97971,11.377159
16.588707,7.8445377
19.876938,11.300362
12.465628,8.72173
16.522566,4.8935204
3.6313353,4.5082126
20.756844,12.122849
-4.753299,4.796917
18.541975,10.487108
-5.1801267,9.320643
10.966846,13.144087
12.657187,10.994382
-2.2660313,3.909106
-1.8368993,14.72885
16.990217,10.034855
11.090564,11.672221
12.18513,11.503473
3.9189944,7.7338285
19.041853,11.52169
15.886936,4.8106422
3.9039588,4.4244027
-5.12788,8.113413
3.8683424,10.878148
-1.7983137,14.761455
-1.1363231,6.1587157
21.41449,11.5341835
9.973901,13.674555
-1.9990728,14.725872
-1.8145714,14.757292
12.152316,9.132135
1.2634665,5.6809616
3.5914533,4.7581053
4.1597676,10.345483
-5.266924,9.777506
4.0500994,7.792071
12.161482,9.121961
17.220057,8.590687
-1.8317907,14.787468
-2.8989968,3.636777
18.468916,11.204028
-1.8153294,14.757839
16.825762,9.850772
11.984725,9.543969
19.780344,-4.0424123
12.944159,11.274829
16.685326,7.465414
-1.7940766,14.728436
14.162281,-6.5483356
-1.8224367,14.765986
1.1901575,5.7436976
-1.9722652,14.311494
18.066423,7.905324
-1.9727814,14.312829
3.7335124,9.230685
20.216896,11.961695
18.952356,11.501287
-5.140787,8.05221
13.116525,11.746175
17.31653,8.091849
-5.1834693,9.433831
8.389782,8.913884
17.540646,8.334476
18.198305,7.7691526
16.970142,10.608498
8.268819,8.929979
3.3741784,4.5325847
10.469188,12.589297
-2.5164247,3.7810192
17.196022,9.935678
17.06196,6.3091955
11.763349,11.064619
1.2359326,5.7060504
19.50628,11.208748
16.385277,6.0431957
-1.9849353,14.295004
20.378788,12.041096
-1.9779286,14.303909
-3.2728653,3.6706138
16.231525,6.3939395
-1.9833243,14.298931
-1.9695688,14.317229
16.446459,6.597938
17.7854,8.073187
19.813372,11.48969
19.69775,11.477963
3.8311126,9.254204
4.340458,10.423989
-1.9676045,14.307796
10.92988,13.44343
-1.970838,14.319186
17.77024,10.59856
-5.1126266,8.855201
-5.376548,7.109905
-1.974649,14.303061
-1.952353,14.33643
4.282317,7.278496
18.665766,11.311195
19.816477,11.539344
17.869274,10.724981
11.260926,11.608601
1.397844,5.5872035
-1.981063,14.301727
16.267904,10.760778
18.134224,7.748538
11.097516,11.532758
-3.2684844,3.621702
16.507864,4.95871
-5.103809,8.300234
-1.9676622,14.31816
-3.4668698,3.7038522
4.696401,5.2960024
-5.402065,10.471588
4.287754,7.252231
-1.9732162,14.3028145
-4.9829526,5.259677
16.88364,9.143793
15.966137,5.790822
16.465742,10.727795
4.209783,10.357548
-1.9795513,14.20916
-1.9502062,14.097574
20.132956,11.315983
16.096622,10.241317
-4.354835,4.2251954
19.108513,11.418338
17.181538,9.932388
21.379572,11.527089
12.158562,11.507854
-1.9494799,14.08785
-1.9323881,14.103429
10.097578,13.036423
7.6111603,8.936731
-1.9495054,14.091191
-2.7220662,3.7376978
-1.9500204,14.102916
-2.7698393,17.547205
13.162075,12.102888
-2.7854524,17.541851
-2.7574143,17.552317
-0.7832368,6.3255076
-1.9502851,14.087336
16.592407,7.7944045
17.11185,8.664109
-1.9508122,14.093837
-2.7786272,17.545803
-2.7627215,17.551174
18.848423,7.0541034
-1.9508986,14.097596
-1.9542739,14.126812
4.162701,10.791176
16.662022,6.8757024
1.3019743,5.6553416
-5.3952637,10.4320545
11.06877,9.745809
16.359941,6.973275
-4.059118,16.854975
-4.085667,16.827908
-4.0673795,16.839853
-4.0668354,16.8483
-4.086788,16.827171
-4.062674,16.853142
8.046834,8.983611
-5.3844905,10.713623
16.198027,10.745125
-3.2151613,17.46728
-4.020818,16.916758
12.459016,8.734927
4.278285,7.306946
-4.024172,16.916758
17.545933,8.320379
21.308838,11.55472
21.423088,11.5774355
-3.751722,3.7899556
0.45264736,6.1122704
9.971279,13.498546
-3.232205,17.463526
20.47315,11.241256
18.348179,7.8236446
16.132528,6.331418
-3.2330866,17.470448
-4.024889,16.91541
-3.458766,17.402145
-3.9911566,16.947605
-4.0184364,16.9207
-3.9651842,16.976023
-4.023052,16.91714
-4.024875,16.915089
16.911566,8.903203
-3.9616683,17.374914
20.237392,11.992601
11.166316,9.271324
-3.3611124,17.436716
-3.9506233,17.386196
-3.9833174,17.40448
-3.9405513,17.365711
21.06049,12.172549
-3.345802,17.446404
17.07909,7.864962
21.411154,11.543185
13.198106,11.681502
-3.4461265,17.418503
-3.9520438,17.377605
4.1865344,11.009619
-3.817927,17.295387
-3.9564679,17.392405
-3.477759,17.426567
-3.387109,17.44285
-3.3515034,17.431221
-3.3492792,17.476887
-3.392467,17.422823
-3.43093,17.42447
-3.5209064,17.392355
-3.5430596,17.38349
-3.626406,17.337502
-3.519459,17.38615
-3.565997,17.366184
-3.761764,17.301836
-3.847799,17.308687
-3.880153,17.32045
-0.81875163,18.178524
-3.962053,17.388435
-3.8055706,17.29463
-3.8719149,17.319172
-3.9586265,17.389656
-3.9632125,17.392036
-0.85718894,6.2937655
18.7874,11.33411
16.009766,5.772232
10.732445,13.137328
-4.025312,17.616941
-4.035151,17.65906
11.830115,11.031228
-8.700565,3.4627192
-5.1636386,7.922896
-4.0279818,17.613478
-4.410239,4.2922835
-4.068733,17.80214
7.397901,8.921471
-4.0558286,17.809208
13.125505,12.033807
-4.0609984,17.814531
-4.0697603,17.807863
-3.5825086,17.544016
-5.202885,7.856159
-2.761016,17.5446
10.167253,8.226677
-4.08915,17.791365
-4.0153894,17.797253
-4.073192,17.801498
-4.0700903,17.804197
-4.0571957,17.810207
-4.048493,17.809261
-4.0681095,17.799236
10.259331,12.929055
3.6847734,9.166859
-11.860342,8.239426
16.645811,7.94048
3.9894788,9.092956
-11.331429,7.8138433
4.0814548,7.786782
18.820204,11.420723
19.13551,7.2278376
3.570773,9.012003
-1.0927497,6.1926274
16.376291,6.8047137
11.087019,9.260255
19.276749,7.602565
-2.3405871,3.8901882
16.554504,10.680433
-11.869965,8.245876
10.5068035,12.552895
-11.870805,8.245748
4.085082,7.75475
-11.405738,7.8988805
-1.742844,4.928817
10.966121,12.376196
20.844746,11.288751
-5.3806753,10.726106
18.638906,7.477128
-11.857595,8.237992
18.782734,10.616533
-11.876259,8.234956
11.687037,10.423661
-11.868241,8.241041
-11.745688,8.204368
1.1789646,5.7303305
16.662624,7.85704
-1.1325685,6.153378
-11.68226,8.17529
-11.482911,7.985458
10.99537,9.347925
-3.6578696,3.74192
16.177912,10.752561
10.625475,12.760558
17.102682,7.9548697
16.15545,9.783332
-5.1195626,8.970492
11.45199,10.064952
12.784758,10.966219
1.2083881,-9.886644
16.444414,9.901638
-5.387938,10.702751
-11.3569,7.8440046
4.2211637,8.370993
-11.62126,8.198542
-11.796585,8.248456
-2.848895,3.6552892
3.179046,8.843745
10.268638,8.389303
-0.7967857,6.3322043
18.264177,7.761604
-11.848288,8.2738495
16.784817,5.221327
-11.764195,8.2115755
-4.908182,5.1046033
-4.9615865,5.211369
4.0998383,10.75361
2.7215202,4.4608793
-4.880025,4.999229
-2.8630722,3.6438403
-11.371926,7.855285
7.67801,8.680708
-11.625685,8.187708
-11.804177,8.315094
-5.137733,8.08183
-11.815952,8.298641
-4.451097,4.325308
18.866371,11.437786
-11.34816,7.834253
11.463418,10.171392
16.320684,6.0029244
4.3222127,9.741178
-11.823082,8.313775
-11.823032,8.315432
4.2634816,7.28113
-11.8118,8.3076
12.0067005,11.38771
-5.1859813,7.863923
1.1735879,5.73835
-11.832912,8.328472
-11.82268,8.310799
-0.7767872,6.3399863
16.199965,6.2198253
10.224934,12.977239
4.0710616,9.551038
16.119947,5.3588557
19.862679,11.219899
11.22425,9.56164
17.091486,8.885188
-11.616733,8.915642
4.088168,11.025325
19.343626,7.5764422
-11.626145,8.9058895
4.23648,5.341234
21.044357,12.168709
11.975937,9.212509
19.201784,7.1930566
16.65331,7.970611
16.130718,10.150012
20.02967,7.363477
4.3079853,7.504739
-11.624783,8.903589
16.183142,9.234614
20.538218,11.788167
11.116065,11.432663
-11.278593,7.772844
10.738031,12.75968
4.1460323,10.7958145
10.419414,12.600558
-11.591012,8.933974
16.477158,6.8035097
16.230047,10.08244
-11.587579,8.934104
16.69293,6.391661
-11.584206,8.927665
-5.376319,7.116666
-5.385533,10.41646
7.585992,8.815547
10.406968,8.289264
8.341329,9.010376
11.097836,11.925545
-11.3214,7.8041067
4.3647923,10.0140085
-11.350359,7.837738
-11.605328,8.9445715
-11.552512,8.950057
3.9233584,10.956887
-5.196136,5.7967196
4.147022,7.846562
0.4346895,6.1332397
-11.555731,8.944661
-4.6521387,4.6287594
-11.557767,8.941907
-11.549668,8.976415
11.495695,8.986807
-1.1684206,6.125199
18.78042,-6.853133
-4.981805,5.2468257
16.833752,9.220576
16.900454,10.623443
-5.1063037,8.166678
-5.4083796,10.661676
3.972532,9.213945
-5.188065,7.839523
16.494867,6.0708227
-11.302391,7.7905974
1.4129254,5.575869
3.9712276,7.768279
-11.5272665,8.921494
-11.537402,8.929832
16.06805,5.5199747
-11.467924,8.380488
-11.5514965,8.9419
21.419127,11.24462
-11.567073,8.953539
18.440596,7.792434
11.559016,10.62978
11.89965,8.435017
-11.272462,7.760282
-11.452256,8.89142
-10.082919,5.0653305
19.293995,7.567808
17.534203,8.354394
15.867437,5.668373
10.540629,8.1830635
4.360716,9.891257
3.6960895,4.5369415
16.725416,8.91999
10.6218,13.319621
-11.437277,8.891116
18.840742,11.441444
-11.43961,8.913294
11.2200775,9.569225
-11.376137,8.842033
-11.3089,7.8023114
4.006576,10.644772
-11.429306,8.877889
11.9472885,8.449428
0.09121961,6.2585053
17.407818,9.929185
-11.364353,8.883286
-11.31555,7.802331
21.606918,11.373965
15.839617,5.3832726
10.401789,8.278755
-4.7236996,4.7564535
10.908925,8.945217
-5.2158604,9.57368
-11.3358555,8.842859
-11.352019,8.860283
4.234889,8.299667
4.309622,9.834556
